Date,Location,Price,CC.Loyalty,CC.Loyalty.Type,CreditCardTimestamp
01/13/2014,Bean There Done That,18.02,L3191,Loyalty,NA
01/13/2014,Abila Zacharo,36.14,L4164,Loyalty,NA
01/13/2014,Albert's Fine Clothing,288,L4164,Loyalty,NA
01/13/2014,Brewed Awakenings,12.69,L4164,Loyalty,NA
01/13/2014,Jack's Magical Beans,18.31,L6267,Loyalty,NA
01/13/2014,Katerina Cafe,26.15,L6267,Loyalty,NA
01/13/2014,Coffee Cameleon,4.88,L1682,Loyalty,NA
01/13/2014,Hippokampos,35.73,L1682,Loyalty,NA
01/13/2014,Abila Zacharo,36.32,L1485,Loyalty,NA
01/13/2014,Brew've Been Served,12.8,L1485,Loyalty,NA
01/13/2014,Shoppers' Delight,216.43,L1485,Loyalty,NA
01/13/2014,Brewed Awakenings,16.4,L5947,Loyalty,NA
01/13/2014,Guy's Gyros,27.49,L5947,Loyalty,NA
01/13/2014,Hallowed Grounds,9.16,L6119,Loyalty,NA
01/13/2014,Katerina Cafe,37.88,L6119,Loyalty,NA
01/13/2014,Katerina Cafe,15.82,L6119,Loyalty,NA
01/13/2014,Bean There Done That,19.56,L3014,Loyalty,NA
01/13/2014,Ouzeri Elian,29.75,L3014,Loyalty,NA
01/13/2014,Brewed Awakenings,16.25,L2070,Loyalty,NA
01/13/2014,Gelatogalore,26.45,L2070,Loyalty,NA
01/13/2014,Hippokampos,31.47,L2070,Loyalty,NA
01/13/2014,Abila Zacharo,27.3,L4149,Loyalty,NA
01/13/2014,Albert's Fine Clothing,49.48,L4149,Loyalty,NA
01/13/2014,Bean There Done That,5.54,L4149,Loyalty,NA
01/13/2014,Guy's Gyros,33.48,L6544,Loyalty,NA
01/13/2014,Guy's Gyros,37.5,L6544,Loyalty,NA
01/13/2014,Hallowed Grounds,19.18,L6544,Loyalty,NA
01/13/2014,Bean There Done That,10.37,L4424,Loyalty,NA
01/13/2014,Katerina Cafe,8.29,L4424,Loyalty,NA
01/13/2014,Katerina Cafe,27.59,L4424,Loyalty,NA
01/13/2014,Abila Zacharo,17.41,L5259,Loyalty,NA
01/13/2014,Brew've Been Served,6.69,L5259,Loyalty,NA
01/13/2014,Guy's Gyros,15.84,L5259,Loyalty,NA
01/13/2014,Brew've Been Served,8.04,L3800,Loyalty,NA
01/13/2014,Guy's Gyros,36.89,L3800,Loyalty,NA
01/13/2014,Hippokampos,31.97,L3800,Loyalty,NA
01/13/2014,Bean There Done That,15.24,L5553,Loyalty,NA
01/13/2014,Hippokampos,25.09,L5553,Loyalty,NA
01/13/2014,Abila Zacharo,23.03,L3366,Loyalty,NA
01/13/2014,Bean There Done That,18.59,L3366,Loyalty,NA
01/13/2014,Abila Zacharo,39.95,L8148,Loyalty,NA
01/13/2014,Brew've Been Served,4.18,L8148,Loyalty,NA
01/13/2014,Carlyle Chemical Inc.,1718.96,L4063,Loyalty,NA
01/13/2014,Abila Airport,3617.47,L4063,Loyalty,NA
01/13/2014,Kronos Pipe and Irrigation,2852.74,L4063,Loyalty,NA
01/13/2014,Maximum Iron and Steel,689.85,L4063,Loyalty,NA
01/13/2014,Ouzeri Elian,19.82,L4063,Loyalty,NA
01/13/2014,Brew've Been Served,11.49,L3572,Loyalty,NA
01/13/2014,Guy's Gyros,28.57,L3572,Loyalty,NA
01/13/2014,Brew've Been Served,18.23,L2490,Loyalty,NA
01/13/2014,Abila Airport,4417.03,L2769,Loyalty,NA
01/13/2014,Abila Airport,2228.08,L2769,Loyalty,NA
01/13/2014,Brew've Been Served,16.05,L2169,Loyalty,NA
01/13/2014,Frydos Autosupply n' More,87.57,L2169,Loyalty,NA
01/13/2014,Hippokampos,17.17,L2169,Loyalty,NA
01/13/2014,Nationwide Refinery,204.58,L9633,Loyalty,NA
01/13/2014,Stewart and Sons Fabrication,4071.95,L9633,Loyalty,NA
01/13/2014,Coffee Cameleon,17.76,L9637,Loyalty,NA
01/13/2014,Guy's Gyros,37.37,L9637,Loyalty,NA
01/13/2014,Katerina Cafe,35.7,L9637,Loyalty,NA
01/13/2014,Katerina Cafe,11.36,L8012,Loyalty,NA
01/13/2014,Ouzeri Elian,8.32,L8012,Loyalty,NA
01/13/2014,Abila Zacharo,64.5,L3288,Loyalty,NA
01/13/2014,Jack's Magical Beans,5.22,L3288,Loyalty,NA
01/13/2014,Hallowed Grounds,13.68,L7814,Loyalty,NA
01/13/2014,Katerina Cafe,24.26,L7814,Loyalty,NA
01/13/2014,Hallowed Grounds,5.85,L3259,Loyalty,NA
01/13/2014,Katerina Cafe,33.11,L3259,Loyalty,NA
01/13/2014,Coffee Cameleon,19.93,L9362,Loyalty,NA
01/13/2014,Katerina Cafe,29.55,L9362,Loyalty,NA
01/13/2014,Katerina Cafe,29.83,L9362,Loyalty,NA
01/13/2014,Guy's Gyros,12.76,L9363,Loyalty,NA
01/13/2014,Shoppers' Delight,144.4,L9363,Loyalty,NA
01/13/2014,Gelatogalore,32.83,L5224,Loyalty,NA
01/13/2014,Hippokampos,39.63,L5224,Loyalty,NA
01/13/2014,Jack's Magical Beans,9.64,L5224,Loyalty,NA
01/13/2014,Abila Zacharo,8.72,L7291,Loyalty,NA
01/13/2014,Brew've Been Served,8,L7291,Loyalty,NA
01/13/2014,Brew've Been Served,18.71,L8566,Loyalty,NA
01/13/2014,Guy's Gyros,20.47,L8566,Loyalty,NA
01/13/2014,Ouzeri Elian,35.03,L8566,Loyalty,NA
01/13/2014,Brew've Been Served,19.64,L9254,Loyalty,NA
01/13/2014,Guy's Gyros,22.34,L9254,Loyalty,NA
01/13/2014,Hippokampos,39.9,L9254,Loyalty,NA
01/13/2014,Guy's Gyros,29.25,L6886,Loyalty,NA
01/13/2014,Hippokampos,29.22,L6886,Loyalty,NA
01/13/2014,Jack's Magical Beans,17.52,L6886,Loyalty,NA
01/14/2014,Kalami Kafenion,16.84,L5777,Loyalty,NA
01/14/2014,Ouzeri Elian,15.94,L5777,Loyalty,NA
01/14/2014,Bean There Done That,7.28,L7783,Loyalty,NA
01/14/2014,Hippokampos,39.64,L7783,Loyalty,NA
01/14/2014,Albert's Fine Clothing,228.72,L3191,Loyalty,NA
01/14/2014,Bean There Done That,19.37,L3191,Loyalty,NA
01/14/2014,Kalami Kafenion,17.38,L3191,Loyalty,NA
01/14/2014,Brewed Awakenings,17.14,L4164,Loyalty,NA
01/14/2014,Jack's Magical Beans,13.32,L6267,Loyalty,NA
01/14/2014,Ouzeri Elian,11.86,L6267,Loyalty,NA
01/14/2014,Coffee Cameleon,15.63,L1682,Loyalty,NA
01/14/2014,Hippokampos,36.01,L1682,Loyalty,NA
01/14/2014,Brew've Been Served,6.45,L1485,Loyalty,NA
01/14/2014,Hippokampos,19.07,L1485,Loyalty,NA
01/14/2014,Brewed Awakenings,8.3,L5947,Loyalty,NA
01/14/2014,Chostus Hotel,109.54,L5947,Loyalty,NA
01/14/2014,Hippokampos,22.13,L5947,Loyalty,NA
01/14/2014,Hallowed Grounds,10.75,L6119,Loyalty,NA
01/14/2014,Hippokampos,18.81,L6119,Loyalty,NA
01/14/2014,Katerina Cafe,31.8,L6119,Loyalty,NA
01/14/2014,Gelatogalore,10.98,L3014,Loyalty,NA
01/14/2014,Hippokampos,10.71,L3014,Loyalty,NA
01/14/2014,Brewed Awakenings,11.35,L2070,Loyalty,NA
01/14/2014,Hippokampos,23.56,L2070,Loyalty,NA
01/14/2014,Kalami Kafenion,15.15,L2070,Loyalty,NA
01/14/2014,Bean There Done That,7.82,L4149,Loyalty,NA
01/14/2014,Kalami Kafenion,15.27,L4149,Loyalty,NA
01/14/2014,Guy's Gyros,34.26,L6544,Loyalty,NA
01/14/2014,Hallowed Grounds,13,L6544,Loyalty,NA
01/14/2014,Ouzeri Elian,22.3,L6544,Loyalty,NA
01/14/2014,Guy's Gyros,16.35,L4424,Loyalty,NA
01/14/2014,Hallowed Grounds,19.99,L4424,Loyalty,NA
01/14/2014,Katerina Cafe,12.65,L4424,Loyalty,NA
01/14/2014,Brew've Been Served,11.94,L5259,Loyalty,NA
01/14/2014,Guy's Gyros,25.28,L5259,Loyalty,NA
01/14/2014,Katerina Cafe,33.54,L5259,Loyalty,NA
01/14/2014,Brew've Been Served,8.24,L3800,Loyalty,NA
01/14/2014,Gelatogalore,27.26,L3800,Loyalty,NA
01/14/2014,Guy's Gyros,12.96,L3800,Loyalty,NA
01/14/2014,Guy's Gyros,38.26,L5553,Loyalty,NA
01/14/2014,Hallowed Grounds,10.21,L5553,Loyalty,NA
01/14/2014,Katerina Cafe,18.35,L5553,Loyalty,NA
01/14/2014,Bean There Done That,5.9,L3366,Loyalty,NA
01/14/2014,Katerina Cafe,10.03,L3366,Loyalty,NA
01/14/2014,Abila Zacharo,8.41,L8148,Loyalty,NA
01/14/2014,Brew've Been Served,3.66,L8148,Loyalty,NA
01/14/2014,Abila Airport,2369.56,L7761,Loyalty,NA
01/14/2014,Nationwide Refinery,1301.01,L7761,Loyalty,NA
01/14/2014,Stewart and Sons Fabrication,540.19,L7761,Loyalty,NA
01/14/2014,Brew've Been Served,3.21,L3572,Loyalty,NA
01/14/2014,Albert's Fine Clothing,50.77,L2490,Loyalty,NA
01/14/2014,Brew've Been Served,10.96,L2490,Loyalty,NA
01/14/2014,Ouzeri Elian,27.32,L2490,Loyalty,NA
01/14/2014,Abila Airport,228.41,L2769,Loyalty,NA
01/14/2014,Abila Airport,4898.39,L2769,Loyalty,NA
01/14/2014,Abila Zacharo,24.87,L2169,Loyalty,NA
01/14/2014,Brewed Awakenings,12.74,L2169,Loyalty,NA
01/14/2014,Frydos Autosupply n' More,42.72,L2169,Loyalty,NA
01/14/2014,Carlyle Chemical Inc.,3630.57,L5756,Loyalty,NA
01/14/2014,Carlyle Chemical Inc.,794.88,L5756,Loyalty,NA
01/14/2014,Carlyle Chemical Inc.,3470.99,L5756,Loyalty,NA
01/14/2014,Nationwide Refinery,570.95,L5756,Loyalty,NA
01/14/2014,Nationwide Refinery,965.72,L9633,Loyalty,NA
01/14/2014,Stewart and Sons Fabrication,278.52,L9633,Loyalty,NA
01/14/2014,Coffee Cameleon,7.84,L9637,Loyalty,NA
01/14/2014,Abila Zacharo,10.24,L8012,Loyalty,NA
01/14/2014,Hallowed Grounds,4.59,L8012,Loyalty,NA
01/14/2014,Guy's Gyros,50.4,L3288,Loyalty,NA
01/14/2014,Jack's Magical Beans,3.36,L3288,Loyalty,NA
01/14/2014,Kalami Kafenion,23.1,L7814,Loyalty,NA
01/14/2014,Katerina Cafe,11.89,L7814,Loyalty,NA
01/14/2014,Abila Zacharo,15.26,L3259,Loyalty,NA
01/14/2014,Brew've Been Served,16.53,L3259,Loyalty,NA
01/14/2014,Roberts and Sons,203.81,L3259,Loyalty,NA
01/14/2014,Coffee Cameleon,9.8,L9362,Loyalty,NA
01/14/2014,Katerina Cafe,15.46,L9362,Loyalty,NA
01/14/2014,Katerina Cafe,36.95,L9362,Loyalty,NA
01/14/2014,Brew've Been Served,12.31,L9363,Loyalty,NA
01/14/2014,Frydos Autosupply n' More,146.74,L9363,Loyalty,NA
01/14/2014,Hippokampos,17.18,L9363,Loyalty,NA
01/14/2014,Abila Scrapyard,4277.4,L3317,Loyalty,NA
01/14/2014,Abila Airport,3339.21,L3317,Loyalty,NA
01/14/2014,Nationwide Refinery,4429.76,L3317,Loyalty,NA
01/14/2014,Jack's Magical Beans,15.7,L5224,Loyalty,NA
01/14/2014,Katerina Cafe,29.12,L5224,Loyalty,NA
01/14/2014,Brew've Been Served,5.87,L7291,Loyalty,NA
01/14/2014,Chostus Hotel,113.08,L7291,Loyalty,NA
01/14/2014,Brew've Been Served,4.72,L8566,Loyalty,NA
01/14/2014,Guy's Gyros,23.59,L8566,Loyalty,NA
01/14/2014,Katerina Cafe,29.1,L8566,Loyalty,NA
01/14/2014,Brew've Been Served,7.31,L9254,Loyalty,NA
01/14/2014,Guy's Gyros,26.14,L9254,Loyalty,NA
01/14/2014,Katerina Cafe,20.95,L9254,Loyalty,NA
01/14/2014,Gelatogalore,39.17,L6886,Loyalty,NA
01/14/2014,Hippokampos,9.55,L6886,Loyalty,NA
01/14/2014,Jack's Magical Beans,18.08,L6886,Loyalty,NA
01/15/2014,Hallowed Grounds,15.86,L5777,Loyalty,NA
01/15/2014,Ouzeri Elian,24.81,L5777,Loyalty,NA
01/15/2014,Ouzeri Elian,32.95,L5777,Loyalty,NA
01/15/2014,Guy's Gyros,14.37,L7783,Loyalty,NA
01/15/2014,Abila Zacharo,8.83,L3191,Loyalty,NA
01/15/2014,Bean There Done That,5.34,L3191,Loyalty,NA
01/15/2014,Hippokampos,35.12,L3191,Loyalty,NA
01/15/2014,Abila Zacharo,23.51,L4164,Loyalty,NA
01/15/2014,Brewed Awakenings,15.75,L4164,Loyalty,NA
01/15/2014,Hippokampos,13,L6267,Loyalty,NA
01/15/2014,Ouzeri Elian,23.18,L6267,Loyalty,NA
01/15/2014,Coffee Cameleon,5.49,L1682,Loyalty,NA
01/15/2014,Katerina Cafe,13.77,L1682,Loyalty,NA
01/15/2014,Ouzeri Elian,8.93,L1682,Loyalty,NA
01/15/2014,Brew've Been Served,15.58,L1485,Loyalty,NA
01/15/2014,Gelatogalore,31.21,L1485,Loyalty,NA
01/15/2014,Guy's Gyros,21.43,L1485,Loyalty,NA
01/15/2014,Brewed Awakenings,11.62,L5947,Loyalty,NA
01/15/2014,Frydos Autosupply n' More,18.91,L5947,Loyalty,NA
01/15/2014,Hippokampos,22.61,L5947,Loyalty,NA
01/15/2014,Abila Zacharo,31,L6119,Loyalty,NA
01/15/2014,Bean There Done That,13.13,L3014,Loyalty,NA
01/15/2014,Hippokampos,32.4,L3014,Loyalty,NA
01/15/2014,Hippokampos,16.37,L3014,Loyalty,NA
01/15/2014,Brewed Awakenings,3.62,L2070,Loyalty,NA
01/15/2014,Hippokampos,36.7,L2070,Loyalty,NA
01/15/2014,Shoppers' Delight,102,L2070,Loyalty,NA
01/15/2014,Bean There Done That,18.96,L4149,Loyalty,NA
01/15/2014,Hippokampos,10.35,L4149,Loyalty,NA
01/15/2014,Ouzeri Elian,36.47,L4149,Loyalty,NA
01/15/2014,Hallowed Grounds,12.17,L6544,Loyalty,NA
01/15/2014,Kronos Mart,258.83,L6544,Loyalty,NA
01/15/2014,Ouzeri Elian,22.86,L6544,Loyalty,NA
01/15/2014,Kalami Kafenion,26.17,L4424,Loyalty,NA
01/15/2014,Brew've Been Served,6.58,L5259,Loyalty,NA
01/15/2014,Gelatogalore,39.4,L5259,Loyalty,NA
01/15/2014,General Grocer,106.2,L5259,Loyalty,NA
01/15/2014,Brew've Been Served,3.71,L3800,Loyalty,NA
01/15/2014,Guy's Gyros,25.58,L5553,Loyalty,NA
01/15/2014,Hallowed Grounds,5.28,L5553,Loyalty,NA
01/15/2014,Katerina Cafe,11.45,L5553,Loyalty,NA
01/15/2014,Bean There Done That,15.24,L3366,Loyalty,NA
01/15/2014,Hippokampos,21.14,L3366,Loyalty,NA
01/15/2014,Kalami Kafenion,27.86,L3366,Loyalty,NA
01/15/2014,Brew've Been Served,15.5,L8148,Loyalty,NA
01/15/2014,Guy's Gyros,36.35,L8148,Loyalty,NA
01/15/2014,Brew've Been Served,11.23,L3572,Loyalty,NA
01/15/2014,Guy's Gyros,27.01,L3572,Loyalty,NA
01/15/2014,Brew've Been Served,14.06,L2490,Loyalty,NA
01/15/2014,Guy's Gyros,18.04,L2490,Loyalty,NA
01/15/2014,Ouzeri Elian,12.9,L2490,Loyalty,NA
01/15/2014,Abila Airport,3152.41,L2769,Loyalty,NA
01/15/2014,Abila Airport,875.87,L2769,Loyalty,NA
01/15/2014,Brew've Been Served,9.7,L2169,Loyalty,NA
01/15/2014,Guy's Gyros,31.04,L2169,Loyalty,NA
01/15/2014,Hippokampos,38.23,L2169,Loyalty,NA
01/15/2014,Stewart and Sons Fabrication,4485.38,L5485,Loyalty,NA
01/15/2014,Carlyle Chemical Inc.,3608.08,L5756,Loyalty,NA
01/15/2014,Carlyle Chemical Inc.,1112.04,L5756,Loyalty,NA
01/15/2014,Carlyle Chemical Inc.,1392.73,L5756,Loyalty,NA
01/15/2014,Katerina Cafe,24.15,L5756,Loyalty,NA
01/15/2014,Nationwide Refinery,3004.98,L5756,Loyalty,NA
01/15/2014,Nationwide Refinery,1391.24,L9633,Loyalty,NA
01/15/2014,Kronos Pipe and Irrigation,2564,L8477,Loyalty,NA
01/15/2014,Maximum Iron and Steel,4788.22,L8477,Loyalty,NA
01/15/2014,Coffee Cameleon,19.93,L9637,Loyalty,NA
01/15/2014,Guy's Gyros,15.89,L9637,Loyalty,NA
01/15/2014,Katerina Cafe,12.12,L8012,Loyalty,NA
01/15/2014,Katerina Cafe,39.63,L8012,Loyalty,NA
01/15/2014,Jack's Magical Beans,5.3,L3288,Loyalty,NA
01/15/2014,Katerina Cafe,55.6,L3288,Loyalty,NA
01/15/2014,Ouzeri Elian,28.86,L3288,Loyalty,NA
01/15/2014,Abila Zacharo,24.53,L7814,Loyalty,NA
01/15/2014,Hallowed Grounds,14.33,L7814,Loyalty,NA
01/15/2014,Katerina Cafe,39.23,L7814,Loyalty,NA
01/15/2014,Brew've Been Served,11.47,L3259,Loyalty,NA
01/15/2014,Abila Zacharo,33.8,L9362,Loyalty,NA
01/15/2014,Coffee Cameleon,14.47,L9362,Loyalty,NA
01/15/2014,Katerina Cafe,27.48,L9362,Loyalty,NA
01/15/2014,Brew've Been Served,18.58,L9363,Loyalty,NA
01/15/2014,Kalami Kafenion,28.82,L9363,Loyalty,NA
01/15/2014,Hippokampos,37.16,L5224,Loyalty,NA
01/15/2014,Jack's Magical Beans,4.06,L5224,Loyalty,NA
01/15/2014,Kalami Kafenion,22.39,L5224,Loyalty,NA
01/15/2014,Brew've Been Served,19.87,L7291,Loyalty,NA
01/15/2014,Frydos Autosupply n' More,235.27,L7291,Loyalty,NA
01/15/2014,Hippokampos,38.89,L7291,Loyalty,NA
01/15/2014,Brew've Been Served,4.92,L8566,Loyalty,NA
01/15/2014,General Grocer,137.65,L8566,Loyalty,NA
01/15/2014,Guy's Gyros,19.8,L8566,Loyalty,NA
01/15/2014,Guy's Gyros,29.34,L9254,Loyalty,NA
01/15/2014,Guy's Gyros,28.75,L9254,Loyalty,NA
01/15/2014,Gelatogalore,9.61,L6886,Loyalty,NA
01/15/2014,General Grocer,83.11,L6886,Loyalty,NA
01/15/2014,Jack's Magical Beans,19.54,L6886,Loyalty,NA
01/16/2014,Guy's Gyros,10.27,L5777,Loyalty,NA
01/16/2014,Hallowed Grounds,12.19,L5777,Loyalty,NA
01/16/2014,Ouzeri Elian,9.91,L5777,Loyalty,NA
01/16/2014,Bean There Done That,19.82,L7783,Loyalty,NA
01/16/2014,Hippokampos,31.14,L7783,Loyalty,NA
01/16/2014,Kronos Mart,286.24,L7783,Loyalty,NA
01/16/2014,Bean There Done That,12.33,L3191,Loyalty,NA
01/16/2014,Hippokampos,10.55,L3191,Loyalty,NA
01/16/2014,Kalami Kafenion,31.38,L3191,Loyalty,NA
01/16/2014,Hippokampos,20.84,L4164,Loyalty,NA
01/16/2014,Katerina Cafe,27.82,L4164,Loyalty,NA
01/16/2014,Hippokampos,36.17,L6267,Loyalty,NA
01/16/2014,Jack's Magical Beans,9.12,L6267,Loyalty,NA
01/16/2014,Ouzeri Elian,23.89,L6267,Loyalty,NA
01/16/2014,Coffee Cameleon,5.2,L1682,Loyalty,NA
01/16/2014,Hippokampos,16.53,L1682,Loyalty,NA
01/16/2014,Katerina Cafe,36.32,L1682,Loyalty,NA
01/16/2014,Brew've Been Served,5.82,L1485,Loyalty,NA
01/16/2014,Ouzeri Elian,12.47,L1485,Loyalty,NA
01/16/2014,Brewed Awakenings,6.53,L5947,Loyalty,NA
01/16/2014,Hippokampos,10.38,L5947,Loyalty,NA
01/16/2014,Guy's Gyros,31.48,L6119,Loyalty,NA
01/16/2014,Hallowed Grounds,13.84,L6119,Loyalty,NA
01/16/2014,Katerina Cafe,10.93,L6119,Loyalty,NA
01/16/2014,Bean There Done That,5.56,L3014,Loyalty,NA
01/16/2014,Guy's Gyros,32.8,L3014,Loyalty,NA
01/16/2014,Shoppers' Delight,100.69,L3014,Loyalty,NA
01/16/2014,Brewed Awakenings,6.39,L2070,Loyalty,NA
01/16/2014,Hippokampos,17.66,L2070,Loyalty,NA
01/16/2014,Hippokampos,14.89,L4149,Loyalty,NA
01/16/2014,Hippokampos,29.13,L4149,Loyalty,NA
01/16/2014,Guy's Gyros,11.31,L6544,Loyalty,NA
01/16/2014,Hallowed Grounds,18.2,L6544,Loyalty,NA
01/16/2014,Frydos Autosupply n' More,53.37,L4424,Loyalty,NA
01/16/2014,Gelatogalore,32.4,L4424,Loyalty,NA
01/16/2014,Hallowed Grounds,7.22,L4424,Loyalty,NA
01/16/2014,Albert's Fine Clothing,91.71,L5259,Loyalty,NA
01/16/2014,Brew've Been Served,16.9,L5259,Loyalty,NA
01/16/2014,Guy's Gyros,29.7,L5259,Loyalty,NA
01/16/2014,Brew've Been Served,7.31,L3800,Loyalty,NA
01/16/2014,Guy's Gyros,25.57,L3800,Loyalty,NA
01/16/2014,Kalami Kafenion,8.86,L3800,Loyalty,NA
01/16/2014,Hallowed Grounds,4.98,L5553,Loyalty,NA
01/16/2014,Hippokampos,29.93,L5553,Loyalty,NA
01/16/2014,Katerina Cafe,13.91,L5553,Loyalty,NA
01/16/2014,Bean There Done That,17.4,L3366,Loyalty,NA
01/16/2014,Hippokampos,34,L3366,Loyalty,NA
01/16/2014,Kalami Kafenion,26.32,L3366,Loyalty,NA
01/16/2014,Brew've Been Served,12.83,L8148,Loyalty,NA
01/16/2014,Guy's Gyros,13.48,L8148,Loyalty,NA
01/16/2014,Guy's Gyros,30.76,L8148,Loyalty,NA
01/16/2014,Abila Airport,1676.53,L7761,Loyalty,NA
01/16/2014,Nationwide Refinery,2047.28,L7761,Loyalty,NA
01/16/2014,Stewart and Sons Fabrication,860.3,L7761,Loyalty,NA
01/16/2014,Brew've Been Served,12.67,L3572,Loyalty,NA
01/16/2014,Shoppers' Delight,16.84,L3572,Loyalty,NA
01/16/2014,Brew've Been Served,19.9,L2490,Loyalty,NA
01/16/2014,Guy's Gyros,8.31,L2490,Loyalty,NA
01/16/2014,Katerina Cafe,34.02,L2490,Loyalty,NA
01/16/2014,Abila Airport,3917.3,L2769,Loyalty,NA
01/16/2014,Abila Airport,3032.97,L2769,Loyalty,NA
01/16/2014,Brew've Been Served,17.44,L2169,Loyalty,NA
01/16/2014,Gelatogalore,10.62,L2169,Loyalty,NA
01/16/2014,Roberts and Sons,155.76,L2169,Loyalty,NA
01/16/2014,Carlyle Chemical Inc.,419.93,L5756,Loyalty,NA
01/16/2014,Carlyle Chemical Inc.,1814.24,L5756,Loyalty,NA
01/16/2014,Katerina Cafe,34.9,L5756,Loyalty,NA
01/16/2014,Nationwide Refinery,4742.67,L5756,Loyalty,NA
01/16/2014,Nationwide Refinery,1494.44,L9633,Loyalty,NA
01/16/2014,Stewart and Sons Fabrication,4543.31,L9633,Loyalty,NA
01/16/2014,Katerina Cafe,19.44,L9637,Loyalty,NA
01/16/2014,Abila Zacharo,64.71,L3288,Loyalty,NA
01/16/2014,Jack's Magical Beans,14.86,L3288,Loyalty,NA
01/16/2014,Ouzeri Elian,29.99,L3288,Loyalty,NA
01/16/2014,Hallowed Grounds,17.74,L7814,Loyalty,NA
01/16/2014,Kalami Kafenion,11.83,L7814,Loyalty,NA
01/16/2014,Katerina Cafe,34.58,L7814,Loyalty,NA
01/16/2014,Gelatogalore,22.19,L3259,Loyalty,NA
01/16/2014,Hallowed Grounds,12.61,L3259,Loyalty,NA
01/16/2014,Katerina Cafe,10.84,L3259,Loyalty,NA
01/16/2014,Abila Zacharo,31.31,L9362,Loyalty,NA
01/16/2014,Coffee Cameleon,7.19,L9362,Loyalty,NA
01/16/2014,Katerina Cafe,14.34,L9362,Loyalty,NA
01/16/2014,Abila Zacharo,8.43,L9363,Loyalty,NA
01/16/2014,Guy's Gyros,28.27,L9363,Loyalty,NA
01/16/2014,Abila Scrapyard,1897.05,L3317,Loyalty,NA
01/16/2014,Abila Airport,3138.98,L3317,Loyalty,NA
01/16/2014,Jack's Magical Beans,12.56,L5224,Loyalty,NA
01/16/2014,Guy's Gyros,31.31,L7291,Loyalty,NA
01/16/2014,Katerina Cafe,11.08,L7291,Loyalty,NA
01/16/2014,Brew've Been Served,4.7,L8566,Loyalty,NA
01/16/2014,Guy's Gyros,37.8,L8566,Loyalty,NA
01/16/2014,Brew've Been Served,8.18,L9254,Loyalty,NA
01/16/2014,Hippokampos,18.18,L9254,Loyalty,NA
01/16/2014,Roberts and Sons,240.66,L9254,Loyalty,NA
01/16/2014,Gelatogalore,12.33,L6886,Loyalty,NA
01/16/2014,Jack's Magical Beans,6.95,L6886,Loyalty,NA
01/17/2014,Hallowed Grounds,9.4,L5777,Loyalty,NA
01/17/2014,Ouzeri Elian,35.81,L5777,Loyalty,NA
01/17/2014,Bean There Done That,19.67,L7783,Loyalty,NA
01/17/2014,Bean There Done That,8.21,L3191,Loyalty,NA
01/17/2014,Gelatogalore,23.23,L3191,Loyalty,NA
01/17/2014,Hippokampos,12.86,L3191,Loyalty,NA
01/17/2014,Brewed Awakenings,8.16,L4164,Loyalty,NA
01/17/2014,Guy's Gyros,8.64,L4164,Loyalty,NA
01/17/2014,Hippokampos,11.93,L4164,Loyalty,NA
01/17/2014,Jack's Magical Beans,7.57,L6267,Loyalty,NA
01/17/2014,Ouzeri Elian,38.6,L6267,Loyalty,NA
01/17/2014,Coffee Cameleon,6.81,L1682,Loyalty,NA
01/17/2014,Kalami Kafenion,140.78,L1682,Loyalty,NA
01/17/2014,Katerina Cafe,19.09,L1682,Loyalty,NA
01/17/2014,Brew've Been Served,3.09,L1485,Loyalty,NA
01/17/2014,Guy's Gyros,39.14,L1485,Loyalty,NA
01/17/2014,Guy's Gyros,8.54,L1485,Loyalty,NA
01/17/2014,Brewed Awakenings,8.69,L5947,Loyalty,NA
01/17/2014,Chostus Hotel,119.62,L5947,Loyalty,NA
01/17/2014,Hippokampos,8.92,L5947,Loyalty,NA
01/17/2014,Hallowed Grounds,14.58,L6119,Loyalty,NA
01/17/2014,Katerina Cafe,32.13,L6119,Loyalty,NA
01/17/2014,Bean There Done That,19.56,L3014,Loyalty,NA
01/17/2014,Hippokampos,10.14,L3014,Loyalty,NA
01/17/2014,Abila Zacharo,8.78,L2070,Loyalty,NA
01/17/2014,Brewed Awakenings,6,L2070,Loyalty,NA
01/17/2014,Hippokampos,14.93,L2070,Loyalty,NA
01/17/2014,Albert's Fine Clothing,1239.41,L4149,Loyalty,NA
01/17/2014,Bean There Done That,18.72,L4149,Loyalty,NA
01/17/2014,Katerina Cafe,13.11,L4149,Loyalty,NA
01/17/2014,General Grocer,78.03,L6544,Loyalty,NA
01/17/2014,Kalami Kafenion,27.73,L6544,Loyalty,NA
01/17/2014,Hallowed Grounds,18.6,L4424,Loyalty,NA
01/17/2014,Kalami Kafenion,20.02,L4424,Loyalty,NA
01/17/2014,Brew've Been Served,15.46,L5259,Loyalty,NA
01/17/2014,Gelatogalore,34.59,L5259,Loyalty,NA
01/17/2014,Guy's Gyros,8.31,L5259,Loyalty,NA
01/17/2014,Brew've Been Served,12.56,L3800,Loyalty,NA
01/17/2014,Shoppers' Delight,155.01,L3800,Loyalty,NA
01/17/2014,Hallowed Grounds,15.98,L5553,Loyalty,NA
01/17/2014,Hippokampos,28.35,L5553,Loyalty,NA
01/17/2014,Abila Zacharo,21.21,L3366,Loyalty,NA
01/17/2014,Bean There Done That,5.77,L3366,Loyalty,NA
01/17/2014,Coffee Cameleon,9.16,L8148,Loyalty,NA
