Date,Location,Price,CC.Loyalty
01/15/2014,Hippokampos,21.14,Loyalty
01/15/2014,Kalami Kafenion,27.86,Loyalty
01/15/2014,Brew've Been Served,15.5,Loyalty
01/15/2014,Guy's Gyros,36.35,Loyalty
01/15/2014,Brew've Been Served,11.23,Loyalty
01/15/2014,Guy's Gyros,27.01,Loyalty
01/15/2014,Brew've Been Served,14.06,Loyalty
01/15/2014,Guy's Gyros,18.04,Loyalty
01/15/2014,Ouzeri Elian,12.9,Loyalty
01/15/2014,Abila Airport,3152.41,Loyalty
01/15/2014,Abila Airport,875.87,Loyalty
01/15/2014,Brew've Been Served,9.7,Loyalty
01/15/2014,Guy's Gyros,31.04,Loyalty
01/15/2014,Hippokampos,38.23,Loyalty
01/15/2014,Stewart and Sons Fabrication,4485.38,Loyalty
01/15/2014,Carlyle Chemical Inc.,3608.08,Loyalty
01/15/2014,Carlyle Chemical Inc.,1112.04,Loyalty
01/15/2014,Carlyle Chemical Inc.,1392.73,Loyalty
01/15/2014,Katerina Cafe,24.15,Loyalty
01/15/2014,Nationwide Refinery,3004.98,Loyalty
01/15/2014,Nationwide Refinery,1391.24,Loyalty
01/15/2014,Kronos Pipe and Irrigation,2564,Loyalty
01/15/2014,Maximum Iron and Steel,4788.22,Loyalty
01/15/2014,Coffee Cameleon,19.93,Loyalty
01/15/2014,Guy's Gyros,15.89,Loyalty
01/15/2014,Katerina Cafe,12.12,Loyalty
01/15/2014,Katerina Cafe,39.63,Loyalty
01/15/2014,Jack's Magical Beans,5.3,Loyalty
01/15/2014,Katerina Cafe,55.6,Loyalty
01/15/2014,Ouzeri Elian,28.86,Loyalty
01/15/2014,Abila Zacharo,24.53,Loyalty
01/15/2014,Hallowed Grounds,14.33,Loyalty
01/15/2014,Katerina Cafe,39.23,Loyalty
01/15/2014,Brew've Been Served,11.47,Loyalty
01/15/2014,Abila Zacharo,33.8,Loyalty
01/15/2014,Coffee Cameleon,14.47,Loyalty
01/15/2014,Katerina Cafe,27.48,Loyalty
01/15/2014,Brew've Been Served,18.58,Loyalty
01/15/2014,Kalami Kafenion,28.82,Loyalty
01/15/2014,Hippokampos,37.16,Loyalty
01/15/2014,Jack's Magical Beans,4.06,Loyalty
01/15/2014,Kalami Kafenion,22.39,Loyalty
01/15/2014,Brew've Been Served,19.87,Loyalty
01/15/2014,Frydos Autosupply n' More,235.27,Loyalty
01/15/2014,Hippokampos,38.89,Loyalty
01/15/2014,Brew've Been Served,4.92,Loyalty
01/15/2014,General Grocer,137.65,Loyalty
01/15/2014,Guy's Gyros,19.8,Loyalty
01/15/2014,Guy's Gyros,29.34,Loyalty
01/15/2014,Guy's Gyros,28.75,Loyalty
01/15/2014,Gelatogalore,9.61,Loyalty
01/15/2014,General Grocer,83.11,Loyalty
01/15/2014,Jack's Magical Beans,19.54,Loyalty
01/16/2014,Guy's Gyros,10.27,Loyalty
01/16/2014,Hallowed Grounds,12.19,Loyalty
01/16/2014,Ouzeri Elian,9.91,Loyalty
01/16/2014,Bean There Done That,19.82,Loyalty
01/16/2014,Hippokampos,31.14,Loyalty
01/16/2014,Kronos Mart,286.24,Loyalty
01/16/2014,Bean There Done That,12.33,Loyalty
01/16/2014,Hippokampos,10.55,Loyalty
01/16/2014,Kalami Kafenion,31.38,Loyalty
01/16/2014,Hippokampos,20.84,Loyalty
01/16/2014,Katerina Cafe,27.82,Loyalty
01/16/2014,Hippokampos,36.17,Loyalty
01/16/2014,Jack's Magical Beans,9.12,Loyalty
01/16/2014,Ouzeri Elian,23.89,Loyalty
01/16/2014,Coffee Cameleon,5.2,Loyalty
01/16/2014,Hippokampos,16.53,Loyalty
01/16/2014,Katerina Cafe,36.32,Loyalty
01/16/2014,Brew've Been Served,5.82,Loyalty
01/16/2014,Ouzeri Elian,12.47,Loyalty
01/16/2014,Brewed Awakenings,6.53,Loyalty
01/16/2014,Hippokampos,10.38,Loyalty
01/16/2014,Guy's Gyros,31.48,Loyalty
01/16/2014,Hallowed Grounds,13.84,Loyalty
01/16/2014,Katerina Cafe,10.93,Loyalty
01/16/2014,Bean There Done That,5.56,Loyalty
01/16/2014,Guy's Gyros,32.8,Loyalty
01/16/2014,Shoppers' Delight,100.69,Loyalty
01/16/2014,Brewed Awakenings,6.39,Loyalty
01/16/2014,Hippokampos,17.66,Loyalty
01/16/2014,Hippokampos,14.89,Loyalty
01/16/2014,Hippokampos,29.13,Loyalty
01/16/2014,Guy's Gyros,11.31,Loyalty
01/16/2014,Hallowed Grounds,18.2,Loyalty
01/16/2014,Frydos Autosupply n' More,53.37,Loyalty
01/16/2014,Gelatogalore,32.4,Loyalty
01/16/2014,Hallowed Grounds,7.22,Loyalty
01/16/2014,Albert's Fine Clothing,91.71,Loyalty
01/16/2014,Brew've Been Served,16.9,Loyalty
01/16/2014,Guy's Gyros,29.7,Loyalty
01/16/2014,Brew've Been Served,7.31,Loyalty
01/16/2014,Guy's Gyros,25.57,Loyalty
01/16/2014,Kalami Kafenion,8.86,Loyalty
01/16/2014,Hallowed Grounds,4.98,Loyalty
01/16/2014,Hippokampos,29.93,Loyalty
01/16/2014,Katerina Cafe,13.91,Loyalty
01/16/2014,Bean There Done That,17.4,Loyalty
01/16/2014,Hippokampos,34,Loyalty
01/16/2014,Kalami Kafenion,26.32,Loyalty
01/16/2014,Brew've Been Served,12.83,Loyalty
01/16/2014,Guy's Gyros,13.48,Loyalty
01/16/2014,Guy's Gyros,30.76,Loyalty
01/16/2014,Abila Airport,1676.53,Loyalty
01/16/2014,Nationwide Refinery,2047.28,Loyalty
01/16/2014,Stewart and Sons Fabrication,860.3,Loyalty
01/16/2014,Brew've Been Served,12.67,Loyalty
01/16/2014,Shoppers' Delight,16.84,Loyalty
01/16/2014,Brew've Been Served,19.9,Loyalty
01/16/2014,Guy's Gyros,8.31,Loyalty
01/16/2014,Katerina Cafe,34.02,Loyalty
01/16/2014,Abila Airport,3917.3,Loyalty
01/16/2014,Abila Airport,3032.97,Loyalty
01/16/2014,Brew've Been Served,17.44,Loyalty
01/16/2014,Gelatogalore,10.62,Loyalty
01/16/2014,Roberts and Sons,155.76,Loyalty
01/16/2014,Carlyle Chemical Inc.,419.93,Loyalty
01/16/2014,Carlyle Chemical Inc.,1814.24,Loyalty
01/16/2014,Katerina Cafe,34.9,Loyalty
01/16/2014,Nationwide Refinery,4742.67,Loyalty
01/16/2014,Nationwide Refinery,1494.44,Loyalty
01/16/2014,Stewart and Sons Fabrication,4543.31,Loyalty
01/16/2014,Katerina Cafe,19.44,Loyalty
01/16/2014,Abila Zacharo,64.71,Loyalty
01/16/2014,Jack's Magical Beans,14.86,Loyalty
01/16/2014,Ouzeri Elian,29.99,Loyalty
01/16/2014,Hallowed Grounds,17.74,Loyalty
01/16/2014,Kalami Kafenion,11.83,Loyalty
01/16/2014,Katerina Cafe,34.58,Loyalty
01/16/2014,Gelatogalore,22.19,Loyalty
01/16/2014,Hallowed Grounds,12.61,Loyalty
01/16/2014,Katerina Cafe,10.84,Loyalty
01/16/2014,Abila Zacharo,31.31,Loyalty
01/16/2014,Coffee Cameleon,7.19,Loyalty
01/16/2014,Katerina Cafe,14.34,Loyalty
01/16/2014,Abila Zacharo,8.43,Loyalty
01/16/2014,Guy's Gyros,28.27,Loyalty
01/16/2014,Abila Scrapyard,1897.05,Loyalty
01/16/2014,Abila Airport,3138.98,Loyalty
01/16/2014,Jack's Magical Beans,12.56,Loyalty
01/16/2014,Guy's Gyros,31.31,Loyalty
01/16/2014,Katerina Cafe,11.08,Loyalty
01/16/2014,Brew've Been Served,4.7,Loyalty
01/16/2014,Guy's Gyros,37.8,Loyalty
01/16/2014,Brew've Been Served,8.18,Loyalty
01/16/2014,Hippokampos,18.18,Loyalty
01/16/2014,Roberts and Sons,240.66,Loyalty
01/16/2014,Gelatogalore,12.33,Loyalty
01/16/2014,Jack's Magical Beans,6.95,Loyalty
01/17/2014,Hallowed Grounds,9.4,Loyalty
01/17/2014,Ouzeri Elian,35.81,Loyalty
01/17/2014,Bean There Done That,19.67,Loyalty
01/17/2014,Bean There Done That,8.21,Loyalty
01/17/2014,Gelatogalore,23.23,Loyalty
01/17/2014,Hippokampos,12.86,Loyalty
01/17/2014,Brewed Awakenings,8.16,Loyalty
01/17/2014,Guy's Gyros,8.64,Loyalty
01/17/2014,Hippokampos,11.93,Loyalty
01/17/2014,Jack's Magical Beans,7.57,Loyalty
01/17/2014,Ouzeri Elian,38.6,Loyalty
01/17/2014,Coffee Cameleon,6.81,Loyalty
01/17/2014,Kalami Kafenion,140.78,Loyalty
01/17/2014,Katerina Cafe,19.09,Loyalty
01/17/2014,Brew've Been Served,3.09,Loyalty
01/17/2014,Guy's Gyros,39.14,Loyalty
01/17/2014,Guy's Gyros,8.54,Loyalty
01/17/2014,Brewed Awakenings,8.69,Loyalty
01/17/2014,Chostus Hotel,119.62,Loyalty
01/17/2014,Hippokampos,8.92,Loyalty
01/17/2014,Hallowed Grounds,14.58,Loyalty
01/17/2014,Katerina Cafe,32.13,Loyalty
01/17/2014,Bean There Done That,19.56,Loyalty
01/17/2014,Hippokampos,10.14,Loyalty
01/17/2014,Abila Zacharo,8.78,Loyalty
01/17/2014,Brewed Awakenings,6,Loyalty
01/17/2014,Hippokampos,14.93,Loyalty
01/17/2014,Albert's Fine Clothing,1239.41,Loyalty
01/17/2014,Bean There Done That,18.72,Loyalty
01/17/2014,Katerina Cafe,13.11,Loyalty
01/17/2014,General Grocer,78.03,Loyalty
01/17/2014,Kalami Kafenion,27.73,Loyalty
01/17/2014,Hallowed Grounds,18.6,Loyalty
01/17/2014,Kalami Kafenion,20.02,Loyalty
01/17/2014,Brew've Been Served,15.46,Loyalty
01/17/2014,Gelatogalore,34.59,Loyalty
01/17/2014,Guy's Gyros,8.31,Loyalty
01/17/2014,Brew've Been Served,12.56,Loyalty
01/17/2014,Shoppers' Delight,155.01,Loyalty
01/17/2014,Hallowed Grounds,15.98,Loyalty
01/17/2014,Hippokampos,28.35,Loyalty
01/17/2014,Abila Zacharo,21.21,Loyalty
01/17/2014,Bean There Done That,5.77,Loyalty
01/17/2014,Coffee Cameleon,9.16,Loyalty
01/17/2014,Guy's Gyros,19.68,Loyalty
01/17/2014,Hippokampos,15.77,Loyalty
01/17/2014,Brew've Been Served,11.04,Loyalty
01/17/2014,Shoppers' Delight,269.33,Loyalty
01/17/2014,Brew've Been Served,13.66,Loyalty
01/17/2014,Guy's Gyros,22.18,Loyalty
01/17/2014,Guy's Gyros,37.55,Loyalty
01/17/2014,Guy's Gyros,15.4,Loyalty
01/17/2014,Katerina Cafe,35.52,Loyalty
01/17/2014,Stewart and Sons Fabrication,1753.17,Loyalty
01/17/2014,Abila Zacharo,14.51,Loyalty
01/17/2014,Coffee Cameleon,14.57,Loyalty
01/17/2014,Katerina Cafe,38.21,Loyalty
01/17/2014,Hallowed Grounds,3.25,Loyalty
01/17/2014,Katerina Cafe,21.22,Loyalty
01/17/2014,Hippokampos,52.31,Loyalty
01/17/2014,Jack's Magical Beans,19.11,Loyalty
01/17/2014,Ouzeri Elian,10.21,Loyalty
01/17/2014,Gelatogalore,21.62,Loyalty
01/17/2014,Hallowed Grounds,18.22,Loyalty
01/17/2014,Katerina Cafe,22.18,Loyalty
01/17/2014,Brew've Been Served,16.62,Loyalty
01/17/2014,Katerina Cafe,27.49,Loyalty
01/17/2014,Coffee Cameleon,10.27,Loyalty
01/17/2014,Katerina Cafe,21.01,Loyalty
01/17/2014,Brew've Been Served,5.29,Loyalty
01/17/2014,Guy's Gyros,16.83,Loyalty
01/17/2014,Abila Zacharo,15.95,Loyalty
01/17/2014,Hallowed Grounds,9.72,Loyalty
01/17/2014,Gelatogalore,15.84,Loyalty
01/17/2014,Brew've Been Served,12.3,Loyalty
01/17/2014,Chostus Hotel,114.22,Loyalty
01/17/2014,Guy's Gyros,29.71,Loyalty
01/17/2014,Brew've Been Served,19.39,Loyalty
01/17/2014,Guy's Gyros,35.1,Loyalty
01/17/2014,Hippokampos,14.57,Loyalty
01/17/2014,Abila Zacharo,39.67,Loyalty
01/17/2014,Brew've Been Served,10.52,Loyalty
01/17/2014,Hippokampos,38.19,Loyalty
01/17/2014,Kalami Kafenion,25.32,Loyalty
01/18/2014,Abila Zacharo,16.59,Loyalty
01/18/2014,Kronos Mart,194.51,Loyalty
01/18/2014,Ouzeri Elian,21.56,Loyalty
01/18/2014,Hippokampos,72.5,Loyalty
01/18/2014,Frank's Fuel,52.66,Loyalty
01/18/2014,Kalami Kafenion,11.14,Loyalty
01/18/2014,Katerina Cafe,96.36,Loyalty
01/18/2014,Ouzeri Elian,57.63,Loyalty
01/18/2014,Abila Zacharo,18.45,Loyalty
01/18/2014,Roberts and Sons,62.47,Loyalty
01/18/2014,Kalami Kafenion,10.48,Loyalty
01/18/2014,Katerina Cafe,9.72,Loyalty
01/18/2014,Abila Zacharo,73.25,Loyalty
01/18/2014,Roberts and Sons,239.65,Loyalty
01/18/2014,Katerina Cafe,8.14,Loyalty
01/18/2014,Frydos Autosupply n' More,103.55,Loyalty
01/18/2014,Hippokampos,20.11,Loyalty
01/18/2014,Hippokampos,63.21,Loyalty
01/18/2014,Kalami Kafenion,42.36,Loyalty
01/18/2014,Kronos Mart,150.36,Loyalty
01/18/2014,Kalami Kafenion,24.14,Loyalty
01/18/2014,Frydos Autosupply n' More,281.54,Loyalty
01/18/2014,Guy's Gyros,27.4,Loyalty
01/18/2014,Katerina Cafe,22.74,Loyalty
01/18/2014,Katerina Cafe,37.21,Loyalty
01/18/2014,Ahaggo Museum,120.2,Loyalty
01/18/2014,Guy's Gyros,31.48,Loyalty
01/18/2014,Guy's Gyros,47.89,Loyalty
01/18/2014,Roberts and Sons,266.69,Loyalty
01/18/2014,Albert's Fine Clothing,35.66,Loyalty
01/18/2014,Hippokampos,27.21,Loyalty
01/18/2014,Ouzeri Elian,33.57,Loyalty
01/18/2014,Guy's Gyros,39.68,Loyalty
01/18/2014,Katerina Cafe,19.3,Loyalty
01/18/2014,Kronos Mart,87.66,Loyalty
01/18/2014,Katerina Cafe,33.41,Loyalty
01/18/2014,Katerina Cafe,33.63,Loyalty
01/18/2014,Ahaggo Museum,55.55,Loyalty
01/18/2014,Hippokampos,49.21,Loyalty
01/18/2014,General Grocer,477.6,Loyalty
01/18/2014,Katerina Cafe,76.1,Loyalty
01/18/2014,Ouzeri Elian,53.36,Loyalty
01/18/2014,General Grocer,108.49,Loyalty
01/18/2014,Kalami Kafenion,53.36,Loyalty
01/18/2014,Chostus Hotel,600,Loyalty
01/18/2014,Katerina Cafe,14.22,Loyalty
01/18/2014,Abila Zacharo,111.93,Loyalty
01/18/2014,Albert's Fine Clothing,226.49,Loyalty
01/18/2014,Shoppers' Delight,258.33,Loyalty
01/18/2014,Abila Zacharo,21.29,Loyalty
01/18/2014,Katerina Cafe,19.31,Loyalty
01/18/2014,Frydos Autosupply n' More,120.67,Loyalty
01/18/2014,Hippokampos,53.21,Loyalty
01/18/2014,Kalami Kafenion,38.91,Loyalty
01/19/2014,Hippokampos,78.96,Loyalty
01/19/2014,Hippokampos,101.25,Loyalty
01/19/2014,Desafio Golf Course,145.72,Loyalty
01/19/2014,Ouzeri Elian,67.98,Loyalty
01/19/2014,Guy's Gyros,20.94,Loyalty
01/19/2014,Albert's Fine Clothing,254.29,Loyalty
01/19/2014,Katerina Cafe,34.03,Loyalty
01/19/2014,Hippokampos,11.56,Loyalty
01/19/2014,Desafio Golf Course,190.91,Loyalty
01/19/2014,Hippokampos,48.23,Loyalty
01/19/2014,Guy's Gyros,36.87,Loyalty
01/19/2014,Katerina Cafe,33.79,Loyalty
01/19/2014,Guy's Gyros,65.21,Loyalty
01/19/2014,Ouzeri Elian,45.32,Loyalty
01/19/2014,Katerina Cafe,38.9,Loyalty
01/19/2014,Gelatogalore,22.36,Loyalty
01/19/2014,General Grocer,70.22,Loyalty
01/19/2014,Hippokampos,46.32,Loyalty
01/19/2014,Guy's Gyros,40.36,Loyalty
01/19/2014,Frydos Autosupply n' More,56.09,Loyalty
01/19/2014,Guy's Gyros,58.35,Loyalty
01/19/2014,Ouzeri Elian,23.65,Loyalty
01/19/2014,Guy's Gyros,31.94,Loyalty
01/19/2014,Katerina Cafe,26.76,Loyalty
01/19/2014,Albert's Fine Clothing,274.66,Loyalty
01/19/2014,Shoppers' Delight,30.39,Loyalty
01/19/2014,Ahaggo Museum,26.91,Loyalty
01/19/2014,Guy's Gyros,23.21,Loyalty
01/19/2014,Frydos Autosupply n' More,98.04,Loyalty
01/19/2014,Katerina Cafe,12.25,Loyalty
01/19/2014,Abila Zacharo,47.8,Loyalty
01/19/2014,Guy's Gyros,39.6,Loyalty
01/19/2014,Desafio Golf Course,148.22,Loyalty
01/19/2014,Guy's Gyros,25.79,Loyalty
01/19/2014,Desafio Golf Course,150.07,Loyalty
01/19/2014,Hippokampos,45.32,Loyalty
01/19/2014,Guy's Gyros,37.48,Loyalty
01/19/2014,Frydos Autosupply n' More,209.76,Loyalty
01/19/2014,Katerina Cafe,70.22,Loyalty
01/19/2014,Guy's Gyros,18.08,Loyalty
01/19/2014,Katerina Cafe,35.01,Loyalty
01/19/2014,Desafio Golf Course,110.02,Loyalty
01/19/2014,Hippokampos,63.17,Loyalty
1/6/2014,Brew've Been Served,11.34,CC
1/6/2014,Hallowed Grounds,52.22,CC
1/6/2014,Brew've Been Served,8.33,CC
1/6/2014,Hallowed Grounds,16.72,CC
1/6/2014,Brew've Been Served,4.24,CC
1/6/2014,Brew've Been Served,4.17,CC
1/6/2014,Coffee Cameleon,28.73,CC
1/6/2014,Brew've Been Served,9.6,CC
1/6/2014,Brew've Been Served,16.9,CC
1/6/2014,Hallowed Grounds,16.53,CC
1/6/2014,Hallowed Grounds,10.66,CC
1/6/2014,Coffee Cameleon,8.39,CC
1/6/2014,Brew've Been Served,32.83,CC
1/6/2014,Hallowed Grounds,16.88,CC
1/6/2014,Coffee Cameleon,11.86,CC
1/6/2014,Hallowed Grounds,32.93,CC
1/6/2014,Hallowed Grounds,8.05,CC
1/6/2014,Brew've Been Served,3.67,CC
1/6/2014,Brew've Been Served,8.88,CC
1/6/2014,Brew've Been Served,4.27,CC
1/6/2014,Hallowed Grounds,9.69,CC
1/6/2014,Hallowed Grounds,10.07,CC
1/6/2014,Brew've Been Served,18.24,CC
1/6/2014,Brew've Been Served,15.58,CC
1/6/2014,Brew've Been Served,5.66,CC
1/6/2014,Coffee Cameleon,3.2,CC
1/6/2014,Brew've Been Served,14.97,CC
1/6/2014,Brew've Been Served,11.2,CC
1/6/2014,Brew've Been Served,15.39,CC
1/6/2014,Abila Airport,4540.08,CC
1/6/2014,Kronos Pipe and Irrigation,242.21,CC
1/6/2014,Nationwide Refinery,761.64,CC
1/6/2014,Maximum Iron and Steel,2859.51,CC
1/6/2014,Stewart and Sons Fabrication,2144.62,CC
1/6/2014,Carlyle Chemical Inc.,3959.66,CC
1/6/2014,Coffee Shack,51.51,CC
1/6/2014,Bean There Done That,10.28,CC
1/6/2014,Bean There Done That,16.09,CC
1/6/2014,Brewed Awakenings,5.72,CC
1/6/2014,Jack's Magical Beans,11.03,CC
1/6/2014,Brewed Awakenings,16.89,CC
1/6/2014,Bean There Done That,8.54,CC
1/6/2014,Brewed Awakenings,4.35,CC
1/6/2014,Bean There Done That,5.24,CC
1/6/2014,Bean There Done That,4.27,CC
1/6/2014,Jack's Magical Beans,18.59,CC
1/6/2014,Jack's Magical Beans,27.84,CC
1/6/2014,Jack's Magical Beans,18.1,CC
1/6/2014,Abila Airport,1873.79,CC
1/6/2014,Katerina Cafe ,13.68,CC
1/6/2014,Hippokampos,9.16,CC
1/6/2014,Abila Zacharo,106.93,CC
1/6/2014,Gelatogalore,12.74,CC
1/6/2014,Kalami Kafenion,70.1,CC
1/6/2014,Hippokampos,34.03,CC
1/6/2014,Hippokampos,28.23,CC
1/6/2014,Ouzeri Elian,38.9,CC
1/6/2014,Hippokampos,13.26,CC
1/6/2014,Guy's Gyros,15.44,CC
1/6/2014,Abila Zacharo,30.08,CC
1/6/2014,Abila Zacharo,50.14,CC
1/6/2014,Katerina Cafe ,33.54,CC
1/6/2014,Kalami Kafenion,8.64,CC
1/6/2014,Guy's Gyros,16.92,CC
1/6/2014,Hippokampos,36.54,CC
1/6/2014,Abila Zacharo,92.05,CC
1/6/2014,Ouzeri Elian,20.56,CC
1/6/2014,Guy's Gyros,11.22,CC
1/6/2014,Gelatogalore,22.64,CC
1/6/2014,Ouzeri Elian,20.4,CC
1/6/2014,Guy's Gyros,30.82,CC
1/6/2014,Katerina Cafe ,18.56,CC
1/6/2014,Guy's Gyros,99.67,CC
1/6/2014,Kalami Kafenion,22.13,CC
1/6/2014,Ouzeri Elian,20.74,CC
1/6/2014,Ouzeri Elian,30.87,CC
1/6/2014,Katerina Cafe ,13.59,CC
1/6/2014,Katerina Cafe ,32.64,CC
1/6/2014,Kalami Kafenion,22.31,CC
1/6/2014,Gelatogalore,36.33,CC
1/6/2014,Katerina Cafe ,36.95,CC
1/6/2014,Abila Zacharo,23.15,CC
1/6/2014,Hippokampos,8.64,CC
1/6/2014,Hippokampos,38.25,CC
1/6/2014,Katerina Cafe ,39.41,CC
1/6/2014,Kalami Kafenion,13.08,CC
1/6/2014,Gelatogalore,23.41,CC
1/6/2014,Hippokampos,30.88,CC
1/6/2014,Abila Zacharo,78.11,CC
1/6/2014,Kalami Kafenion,27.4,CC
1/6/2014,Katerina Cafe ,19.65,CC
1/6/2014,Abila Airport,777.06,CC
1/6/2014,Abila Airport,612.47,CC
1/6/2014,U-Pump,59.51,CC
1/6/2014,Katerina Cafe ,78.65,CC
1/6/2014,Katerina Cafe ,26.46,CC
1/6/2014,Guy's Gyros,39.29,CC
1/6/2014,Frydos Autosupply n' More,273.87,CC
1/6/2014,Katerina Cafe ,23.63,CC
1/6/2014,Katerina Cafe ,12.32,CC
1/6/2014,Guy's Gyros,11.94,CC
1/6/2014,Frydos Autosupply n' More,80.85,CC
1/6/2014,Guy's Gyros,22.57,CC
1/6/2014,Guy's Gyros,117.82,CC
1/6/2014,Frydos Autosupply n' More,175.87,CC
1/6/2014,Katerina Cafe ,21.66,CC
1/6/2014,Hippokampos,35.34,CC
1/6/2014,Guy's Gyros,28.94,CC
1/6/2014,Albert's Fine Clothing,276.9,CC
1/6/2014,Guy's Gyros,95.29,CC
1/6/2014,Hippokampos,85.5,CC
1/6/2014,Katerina Cafe ,17.92,CC
1/6/2014,Katerina Cafe ,28,CC
1/6/2014,Katerina Cafe ,15.52,CC
1/6/2014,Hippokampos,26.8,CC
1/6/2014,Hippokampos,24.41,CC
1/6/2014,Hippokampos,21.33,CC
1/6/2014,Frydos Autosupply n' More,149.3,CC
1/6/2014,Shoppers' Delight,293.67,CC
1/6/2014,Hippokampos,17.27,CC
1/6/2014,Katerina Cafe ,26.1,CC
1/6/2014,Katerina Cafe ,10.72,CC
1/6/2014,Albert's Fine Clothing,121.76,CC
1/6/2014,Hippokampos,28.14,CC
1/6/2014,Katerina Cafe ,26.51,CC
1/6/2014,Frydos Autosupply n' More,197.32,CC
1/6/2014,Frydos Autosupply n' More,314.98,CC
1/6/2014,Hippokampos,20.61,CC
1/7/2014,Brew've Been Served,5.08,CC
1/7/2014,Brew've Been Served,12.74,CC
1/7/2014,Brew've Been Served,7.09,CC
1/7/2014,Hallowed Grounds,14.05,CC
1/7/2014,Hallowed Grounds,8.91,CC
1/7/2014,Hallowed Grounds,19.59,CC
1/7/2014,Brew've Been Served,19.6,CC
1/7/2014,Hallowed Grounds,84.44,CC
1/7/2014,Coffee Cameleon,9.1,CC
1/7/2014,Hallowed Grounds,7.88,CC
1/7/2014,Hallowed Grounds,18.97,CC
1/7/2014,Coffee Cameleon,27.66,CC
1/7/2014,Brew've Been Served,4.39,CC
1/7/2014,Hallowed Grounds,9.61,CC
1/7/2014,Brew've Been Served,3,CC
1/7/2014,Brew've Been Served,11.92,CC
1/7/2014,Brew've Been Served,69.06,CC
1/7/2014,Brew've Been Served,98.53,CC
1/7/2014,Hallowed Grounds,10.33,CC
1/7/2014,Brew've Been Served,17.4,CC
1/7/2014,Brew've Been Served,11.91,CC
1/7/2014,Coffee Cameleon,11.55,CC
1/7/2014,Coffee Cameleon,52.44,CC
1/7/2014,Hallowed Grounds,9.92,CC
1/7/2014,Hallowed Grounds,68.42,CC
1/7/2014,Brew've Been Served,14.49,CC
1/7/2014,Brew've Been Served,3.03,CC
1/7/2014,Brew've Been Served,15.66,CC
1/7/2014,Brew've Been Served,47.74,CC
1/7/2014,Abila Airport,3840.37,CC
1/7/2014,Stewart and Sons Fabrication,1200.9,CC
1/7/2014,Nationwide Refinery,1347.36,CC
1/7/2014,Stewart and Sons Fabrication,1843.33,CC
1/7/2014,Nationwide Refinery,1562.66,CC
1/7/2014,Coffee Shack,16.63,CC
1/7/2014,Bean There Done That,51.25,CC
1/7/2014,Brewed Awakenings,12.17,CC
1/7/2014,Jack's Magical Beans,23.68,CC
1/7/2014,Brewed Awakenings,64.84,CC
1/7/2014,Brewed Awakenings,71.59,CC
1/7/2014,Bean There Done That,53.89,CC
1/7/2014,Brewed Awakenings,6.72,CC
1/7/2014,Bean There Done That,8.03,CC
1/7/2014,Bean There Done That,46.25,CC
1/7/2014,Jack's Magical Beans,18.77,CC
1/7/2014,Jack's Magical Beans,19.61,CC
1/7/2014,Jack's Magical Beans,69.84,CC
1/7/2014,Nationwide Refinery,1071.04,CC
1/7/2014,Abila Airport,124.89,CC
1/7/2014,Katerina Cafe ,59.07,CC
1/7/2014,Guy's Gyros,29.57,CC
1/7/2014,Abila Zacharo,13.52,CC
1/7/2014,Gelatogalore,35.06,CC
1/7/2014,Guy's Gyros,38.56,CC
1/7/2014,Kalami Kafenion,45.05,CC
1/7/2014,Kalami Kafenion,11.64,CC
1/7/2014,Abila Zacharo,82.25,CC
1/7/2014,Ouzeri Elian,29.1,CC
1/7/2014,Gelatogalore,51.64,CC
1/7/2014,Ouzeri Elian,28.37,CC
1/7/2014,Abila Zacharo,52.72,CC
1/7/2014,Gelatogalore,34.04,CC
1/7/2014,Katerina Cafe ,22.27,CC
1/7/2014,Guy's Gyros,11.31,CC
1/7/2014,Kalami Kafenion,18.06,CC
1/7/2014,Ouzeri Elian,64.84,CC
1/7/2014,Gelatogalore,8.98,CC
1/7/2014,Gelatogalore,21.52,CC
1/7/2014,Gelatogalore,17.21,CC
1/7/2014,Katerina Cafe ,51.41,CC
1/7/2014,Abila Zacharo,17.81,CC
1/7/2014,Ouzeri Elian,97.71,CC
1/7/2014,Abila Zacharo,32.4,CC
1/7/2014,Kalami Kafenion,22.83,CC
1/7/2014,Guy's Gyros,10.11,CC
1/7/2014,Kalami Kafenion,22.14,CC
1/7/2014,Gelatogalore,36.5,CC
1/7/2014,Ouzeri Elian,21.85,CC
1/7/2014,Gelatogalore,71.77,CC
1/7/2014,Hippokampos,51.69,CC
1/7/2014,Gelatogalore,88.97,CC
1/7/2014,Abila Zacharo,65.9,CC
1/7/2014,Ouzeri Elian,16.2,CC
1/7/2014,Katerina Cafe ,37.44,CC
1/7/2014,Gelatogalore,15.4,CC
1/7/2014,Hippokampos,76.11,CC
1/7/2014,Katerina Cafe ,10.9,CC
1/7/2014,Guy's Gyros,12.57,CC
1/7/2014,Ouzeri Elian,59.51,CC
1/7/2014,Hippokampos,37.57,CC
1/7/2014,Abila Scrapyard,2149.28,CC
1/7/2014,Kronos Pipe and Irrigation,3920.82,CC
1/7/2014,Carlyle Chemical Inc.,4803.13,CC
1/7/2014,Stewart and Sons Fabrication,962.2,CC
1/7/2014,Maximum Iron and Steel,3207.31,CC
1/7/2014,Abila Airport,3411.29,CC
1/7/2014,Nationwide Refinery,889.58,CC
